id,user_id,product_id,quantity,notes
c1a8214b-2ccd-4a14-842c-3f168d534d73,f94b173b-62eb-440c-9e83-101caf3c0e1c,35479fbd-b1fb-416d-8f2b-0ed0b9a36898,5,
a8af880d-e477-465d-a206-995e2e34fdbb,f94b173b-62eb-440c-9e83-101caf3c0e1c,a1530dcb-9f68-4403-a72c-f52aaf1ee4ed,1,
3c9986f8-add6-48d4-a0c6-4e35b86f6f2e,f94b173b-62eb-440c-9e83-101caf3c0e1c,d3beb6a9-f216-4bfc-bcbc-1a2166e83970,1,
de37e914-6054-4eee-b6a5-e47ef8710632,f94b173b-62eb-440c-9e83-101caf3c0e1c,c54df61e-5b50-402b-9d5e-81a48be03e68,4,
0dd30a22-b3a0-4dc8-9427-6c30984a4ae4,f94b173b-62eb-440c-9e83-101caf3c0e1c,6fa5b472-d4df-4f24-b2ab-1ebe073d65bb,1,
c1601790-e426-4dd0-a722-62818fb00f3c,f94b173b-62eb-440c-9e83-101caf3c0e1c,b06bc42d-5054-4342-a949-72792d1b78f8,5,
7ef6d35a-c3d3-4e1a-aedf-92100daf434f,f94b173b-62eb-440c-9e83-101caf3c0e1c,d5fa2a17-f527-4361-b7d8-787d1f2d064f,4,
cdfd92ec-543f-483e-b4b3-81410cec4605,f94b173b-62eb-440c-9e83-101caf3c0e1c,378e3ee6-4569-40fa-a4ae-288b035d6101,2,
bb493589-dddf-4536-8447-394d5822e716,f94b173b-62eb-440c-9e83-101caf3c0e1c,3eb7a16a-7ac7-4722-a0ab-892f96c2ea24,1,
e29af5d9-6c26-4908-b2ff-5389969c61d5,f94b173b-62eb-440c-9e83-101caf3c0e1c,9d2d2de0-6dc3-43d8-914c-c479b060a98c,1,
207319ae-0ec1-4a23-ac7e-ecc69c2c0e18,f94b173b-62eb-440c-9e83-101caf3c0e1c,32dbbb4e-8038-46fe-a1f4-b54ab5632b38,1,
b9d00541-e4e0-4ac4-85e7-c19ef83156a1,f94b173b-62eb-440c-9e83-101caf3c0e1c,1ce509f1-c4c4-49b4-845a-3516e663197c,2,
700001ed-974d-4d5b-baec-64d41492eb73,f94b173b-62eb-440c-9e83-101caf3c0e1c,f4842b9e-8615-4c53-ad8e-ca023e27985c,2,
5b787d10-8d4e-478e-a383-fe49f4c0b18e,f94b173b-62eb-440c-9e83-101caf3c0e1c,712d5435-abf4-4a07-bc80-a5296bbb7ded,5,
15a4e50c-cabe-479c-8f9b-0136d45e1554,f94b173b-62eb-440c-9e83-101caf3c0e1c,7ba07f0b-cf86-4fe7-b582-d44133ac2070,3,
3f5cc787-3e0b-4a63-9b64-84ebaf5f0d30,f94b173b-62eb-440c-9e83-101caf3c0e1c,71604323-d6b7-408c-aa22-dd95b8ef8176,1,
4faf1b63-f863-4352-87c2-1cdf89adcacd,f94b173b-62eb-440c-9e83-101caf3c0e1c,8ea9659e-83af-4275-b8f0-d95113bcab66,4,
e68a24e2-6b00-4338-8a9a-d66de7dbbb82,f94b173b-62eb-440c-9e83-101caf3c0e1c,f3328f1d-3a77-4afd-b092-614f8be3a42b,1,
9443abf7-c70a-478e-9f70-5cf17aea1902,f94b173b-62eb-440c-9e83-101caf3c0e1c,ff104941-f2b2-4de4-8553-65e1a4f4d251,2,
525014c7-b064-440e-b954-72c1d82ac8c0,f94b173b-62eb-440c-9e83-101caf3c0e1c,bae06e1b-1f5a-4064-8cb2-25a8667fa7f0,3,
c8a882d8-de0f-45a7-9798-e82e03383a5e,f94b173b-62eb-440c-9e83-101caf3c0e1c,3eb61b12-f719-47a6-8162-21698aeaf02d,3,
c5fc8548-6ab9-4d4f-a10b-cc98a696bd33,f94b173b-62eb-440c-9e83-101caf3c0e1c,2e21230c-ade1-4965-8279-76e4a4f9f1cb,5,
1ab771a6-c0ca-42b2-9b27-3873ab640d60,f94b173b-62eb-440c-9e83-101caf3c0e1c,119b170f-1d4a-461c-842a-b318e68c2997,1,
0c76d3c5-fec5-45d7-be6c-a349e8c4f9e3,f94b173b-62eb-440c-9e83-101caf3c0e1c,f967dd59-59e1-452d-ad18-1390907eeb0b,4,
c2c5ff15-5617-45f1-ab11-58682f417f51,f94b173b-62eb-440c-9e83-101caf3c0e1c,979ad0a0-aaea-4ff0-8c9d-99e77894771e,2,
8db94431-01c6-47bd-a3ca-a8e94a77e6f4,f94b173b-62eb-440c-9e83-101caf3c0e1c,ded0e8a2-86e9-4e43-bf00-b807004369cd,3,
cf3510e6-e191-401b-9168-50b9d68a7570,f94b173b-62eb-440c-9e83-101caf3c0e1c,a2d7fb79-7a71-4c95-956e-6519ddfd6f56,3,
1cfd78ee-0972-40c5-8f60-ed7dcbf51b51,f94b173b-62eb-440c-9e83-101caf3c0e1c,7417fda3-23a1-4573-828c-f7f438bde64d,1,
a60bf574-2ecd-4881-baa6-af7f7d402bba,f94b173b-62eb-440c-9e83-101caf3c0e1c,13a3d2fe-5c35-42cf-ad71-1d5a58c8834a,1,
422bc64f-dd87-43aa-a465-4af4f809339e,f94b173b-62eb-440c-9e83-101caf3c0e1c,cb84fe5e-e84d-408d-b11a-c500e33db6e5,3,
427c4a09-44d5-4181-af10-83a337b42acf,f94b173b-62eb-440c-9e83-101caf3c0e1c,34bbfd33-25b3-44af-b941-1f46425b1891,2,
43f59937-6a06-4dc4-81f5-7789ce8a1819,f94b173b-62eb-440c-9e83-101caf3c0e1c,01b33c62-840c-4d79-85ee-6282e29f9a57,1,
b2ce6ee0-1339-45c4-8d5d-b3816effea8a,f94b173b-62eb-440c-9e83-101caf3c0e1c,4a7bb63c-8e4b-4d63-b85a-28be1d87d408,5,
ea3531ff-6cb9-4ea9-a550-2a981ba9b776,f94b173b-62eb-440c-9e83-101caf3c0e1c,8d817193-b0dc-40e8-8c80-0bcf5e649947,2,
d2c5f569-fcfe-4c38-ace9-1a23170ba0bd,f94b173b-62eb-440c-9e83-101caf3c0e1c,9c1ee333-5954-4db9-b3fa-c1f05734f9da,2,
faabbce3-d899-403b-90ba-72fd0996472d,f94b173b-62eb-440c-9e83-101caf3c0e1c,c034b051-123e-4c5e-8525-31434ee22d92,2,
0a8f2d1c-fe91-457e-b5d0-898eaebf7184,f94b173b-62eb-440c-9e83-101caf3c0e1c,87029daa-60f5-4bc7-b957-5154fa7952eb,4,
603f0c30-388d-439f-b381-8f160a74e6b4,f94b173b-62eb-440c-9e83-101caf3c0e1c,b40903ea-5c85-486d-80e8-b18cf6f947c6,3,
703aba0c-ae5d-42d4-bc73-013c5ed5a044,f94b173b-62eb-440c-9e83-101caf3c0e1c,fbfef9dc-ec8b-441f-9b54-07b447ef5456,2,
1259af4b-0f77-4ea3-8132-f74ff7d4bc5c,f94b173b-62eb-440c-9e83-101caf3c0e1c,df3b0159-6c31-4b93-a359-82da5e567cde,5,
f84fc58f-dd30-4ae1-9409-2c65c35587f5,f94b173b-62eb-440c-9e83-101caf3c0e1c,57d1b91a-7b56-447f-a1cf-1e130978c578,1,
9fd1653e-29c5-4be4-9fed-e684c353c9c6,f94b173b-62eb-440c-9e83-101caf3c0e1c,94393723-d634-4600-9793-88845ce9f2c4,2,
ace73d7f-7429-4b8b-8662-baedf6ba2f7c,f94b173b-62eb-440c-9e83-101caf3c0e1c,8242e748-7cdd-4ad9-aaad-63fde97e7415,4,
