id,order_id,product_id,product_name,quantity,price,notes,created_at,updated_at
de387f18-462b-4c7c-8c9c-a466f6bf7b08,68b0a89c-0727-47a9-9c6d-edf1bbb2f2ae,7251733f-34cb-42fc-b6fa-bf7d2a4d84fc,Tooba Women's Clutch (Beige) ...,3,36,,2025-12-05 21:19:31.077718,2025-12-05 21:19:31.077718
271d1e2b-3396-4b6b-b8fb-a045e5845933,68b0a89c-0727-47a9-9c6d-edf1bbb2f2ae,290011a7-bd44-4339-87b3-67c212222784,Lucky Brand Off-The-Shoulder Lace Crop Top ...,5,79,,2025-12-05 21:19:31.077718,2025-12-05 21:19:31.077718
e228fa02-c220-413c-8eda-43a198fa0a98,dc1af3dc-3202-4ac9-b4f0-0c7e86840288,fff99f26-691c-419c-847d-8cce886a0331,COZY FURNISH Kids Towel with Baby ...,5,12,,2025-12-10 09:29:08.077718,2025-12-10 09:29:08.077718
0c2a97d2-68e6-42a9-8afa-a00ab64f28f0,dc1af3dc-3202-4ac9-b4f0-0c7e86840288,3e2b9428-6d1a-45da-8084-2891b74fc7ca,The Flyers Bay Rc Stunt 360° ...,3,12,,2025-12-10 09:29:08.077718,2025-12-10 09:29:08.077718
d710fc0b-5e7e-4408-9e1c-b486fd3f2c92,dc1af3dc-3202-4ac9-b4f0-0c7e86840288,9ce9c941-c848-46ca-953e-5a12f2ec4314,HRK Night Light LED Badminton Rackets ...,5,12,,2025-12-10 09:29:08.077718,2025-12-10 09:29:08.077718
005b2194-5df2-483a-874a-55d7f94386a7,dc1af3dc-3202-4ac9-b4f0-0c7e86840288,290011a7-bd44-4339-87b3-67c212222784,Lucky Brand Off-The-Shoulder Lace Crop Top ...,1,79,,2025-12-10 09:29:08.077718,2025-12-10 09:29:08.077718
5d649499-f314-40b1-a491-089859583f9b,dc1af3dc-3202-4ac9-b4f0-0c7e86840288,30c49521-f1bd-4978-891f-791efcfa8d81,Catwalk Women Black Fashion ...,3,24,,2025-12-10 09:29:08.077718,2025-12-10 09:29:08.077718
a5467025-731b-4a01-98d8-907e1d1779b1,b7a36f7e-5a06-478d-9909-2fce5ed92a83,ed5c372f-8fb2-458b-af04-b521593037ab,Shone 7.5kg Dumbbells Set of 1 ...,3,30,,2026-04-17 02:20:32.077718,2026-04-17 02:20:32.077718
955d3425-0be7-4869-beb6-175492ac889d,b7a36f7e-5a06-478d-9909-2fce5ed92a83,9866d826-c0d8-47b5-9a47-bc374f3ff00f,EYUVAA LABEL Tetron Polyster Car Trunk ...,4,11,,2026-04-17 02:20:32.077718,2026-04-17 02:20:32.077718
3ca09a64-acbf-47b7-9c29-bd6b062f02b7,b7a36f7e-5a06-478d-9909-2fce5ed92a83,833737c3-bee0-4af1-bcba-e68a74da649e,WAVE TRADERS Metal Nautical Brass Telescope ...,4,11,,2026-04-17 02:20:32.077718,2026-04-17 02:20:32.077718
9af42ba3-54b8-4b0b-a748-66ca56a14beb,b7a36f7e-5a06-478d-9909-2fce5ed92a83,b0e410ff-d651-4cb6-bf83-f3f29b14aa2c,Backpack For Women's/Girls ...,2,24,,2026-04-17 02:20:32.077718,2026-04-17 02:20:32.077718
71775992-6fd6-471a-9f2b-1d94e2e987ad,b7a36f7e-5a06-478d-9909-2fce5ed92a83,7e063abb-e4f7-4fff-80a8-57bc77837d6d,Kesh King Ayurvedic Anti Hairfall Hair ...,2,4,,2026-04-17 02:20:32.077718,2026-04-17 02:20:32.077718
09e868fc-f626-45f8-905c-3dcc6b7555e3,0e3c8130-5edf-44a4-963f-2dd6d4f4168c,8f3bef7e-0b7e-4238-94f1-f6238f831b3b,Nutri Desire Fox Nuts Phool Makhana ...,4,12,,2025-10-30 13:49:29.077718,2025-10-30 13:49:29.077718
5045748e-ca60-4ad3-9460-2defc5a9274d,0e3c8130-5edf-44a4-963f-2dd6d4f4168c,2911f61b-6344-4fb7-8c88-a7c05385172f,ISEE 360 Live and Let Ride ...,3,5,,2025-10-30 13:49:29.077718,2025-10-30 13:49:29.077718
d6cc7d07-832e-4b11-8d42-0b6a5d23a4d9,0e3c8130-5edf-44a4-963f-2dd6d4f4168c,d344256b-d8a8-4094-a647-a277d4e73d12,WorldCare® Fishing Lures SoftSmell 12pcs 5cm/0.8g ...,4,24,,2025-10-30 13:49:29.077718,2025-10-30 13:49:29.077718
2d1c2db4-5516-4119-837d-b99f7631d24f,0e3c8130-5edf-44a4-963f-2dd6d4f4168c,3ba2fc36-1de4-4750-bb4d-578209b52e97,Cable World Indoor and Outdoor Magnetic ...,1,31,,2025-10-30 13:49:29.077718,2025-10-30 13:49:29.077718
33d7fac9-3bea-43ad-9ce6-d81eac56e7fa,2ba076fe-cfc7-463c-8218-1362b7213bad,6fedcd9f-cc5d-46f5-9692-6a31a87b9ab3,Rts&trade; High Speed 3D Full HD ...,1,60,,2025-12-21 17:34:58.077718,2025-12-21 17:34:58.077718
3c88f608-0a2a-4643-a248-d37ddff995d2,2ba076fe-cfc7-463c-8218-1362b7213bad,1a16edee-70a9-47b7-9494-edcf0d41114d,Miss Olive Women Sweatshirt ...,4,24,,2025-12-21 17:34:58.077718,2025-12-21 17:34:58.077718
512656e4-842d-44c2-92fb-a60916b05dfb,2ba076fe-cfc7-463c-8218-1362b7213bad,81ef93cd-8604-4323-87e6-212b7b7264f2,STRAPPY LEATHER SANDALS,2,83,,2025-12-21 17:34:58.077718,2025-12-21 17:34:58.077718
2b618600-656b-434b-988c-f0f469a8b2ca,8ad9b9e8-9277-4e4b-bd8e-43535ee1e0fe,a48a3f0c-365c-4b22-b82a-233818432745,Dejan Trendy Medium 32 L Laptop ...,4,26,,2026-02-02 16:46:01.077718,2026-02-02 16:46:01.077718
7197c2d4-2ca5-40f2-b239-288538b2a7de,8ad9b9e8-9277-4e4b-bd8e-43535ee1e0fe,7e02fa43-64a4-40f3-8b0f-8becfe3a1af3,Sharon by Khadim's Women Wedge Heels ...,3,8,,2026-02-02 16:46:01.077718,2026-02-02 16:46:01.077718
3c99ad91-4913-4b99-a7da-0b1cf16bfc50,8ad9b9e8-9277-4e4b-bd8e-43535ee1e0fe,eb6e6dc6-09ec-4336-86ac-798186ac0e10,STRIPED SHIRT,2,59,,2026-02-02 16:46:01.077718,2026-02-02 16:46:01.077718
5b9620fc-7443-4b5f-9625-21e98a8ef4db,8ad9b9e8-9277-4e4b-bd8e-43535ee1e0fe,0f2210ea-45e5-40b5-a448-b7bc5d2d9746,"SAARA Karisalankanni Powder, 101g | Bhringraj ...",2,1,,2026-02-02 16:46:01.077718,2026-02-02 16:46:01.077718
5c7789a0-63c9-4ac9-9454-85462d97a6f6,8ad9b9e8-9277-4e4b-bd8e-43535ee1e0fe,64c66140-c39b-4dbf-96d4-05477fa436b2,NewYouth 560 Piece Color environmental protection ...,1,12,,2026-02-02 16:46:01.077718,2026-02-02 16:46:01.077718
4b1e5ae0-1b9b-4348-8b57-aa23cc0517ad,350ee195-0aa0-400e-b710-27b226155428,725d4b07-20b6-41ce-a1bd-e5c2c40ae516,Nature's Crest Green Aventurine Faceted Dowsing ...,3,5,,2026-03-30 10:00:37.077718,2026-03-30 10:00:37.077718
d186c325-6586-4710-8ec8-687fd7dc4fe3,c18fa098-1284-43d1-9bb5-2b21cb8466a9,692ee953-1484-4119-8c3e-6b38c2eac667,HUG 'n' FEEL SOFT TOYS Panda ...,4,12,,2026-03-12 06:15:46.077718,2026-03-12 06:15:46.077718
c00cb803-9c2d-4bec-95fa-f8b50009d471,c18fa098-1284-43d1-9bb5-2b21cb8466a9,cd6e1c5f-b6da-437e-b190-fd0b1c6074e4,rangita Women Rayon White Floral Printed ...,3,12,,2026-03-12 06:15:46.077718,2026-03-12 06:15:46.077718
0973b982-40bf-4501-8655-7577d9a52c49,c18fa098-1284-43d1-9bb5-2b21cb8466a9,1f7d6002-2e8d-420e-8c0e-c3e95c18732f,"Decals Creation™ Toilet Sticker, Toilet seat, ...",2,2,,2026-03-12 06:15:46.077718,2026-03-12 06:15:46.077718
b49c31b7-4d50-44e0-b32d-176e6e2cc434,c18fa098-1284-43d1-9bb5-2b21cb8466a9,25f40bf4-f39b-4fa5-b45e-b74037903bbb,Gnawlers Yaowo Rawhide Braided Bone Filled ...,5,9,,2026-03-12 06:15:46.077718,2026-03-12 06:15:46.077718
ae96f070-368f-4b64-b661-b0f7966fe355,a7059d82-6236-42bd-a4d9-e3c89c064a74,6217c1d2-3882-429a-bd8a-4d03d1bda838,"MECHANIX Monster Buggies Toy, Enhancing Practical ...",3,7,,2025-11-13 04:37:32.077718,2025-11-13 04:37:32.077718
a49c21e1-74d8-4965-bb3b-589fc6905882,a7059d82-6236-42bd-a4d9-e3c89c064a74,1be5e398-41b4-4b1d-8638-97ad8e43e284,Jack & Jones Men's Skinny Jeans ...,5,42,,2025-11-13 04:37:32.077718,2025-11-13 04:37:32.077718
b1d54fe2-79e6-4575-ba87-6fad6eeeed1b,a7059d82-6236-42bd-a4d9-e3c89c064a74,c1c56e03-4292-4ac8-b393-0c221d6bd734,RUBBERISED MINI BOWLING BAG,2,34,,2025-11-13 04:37:32.077718,2025-11-13 04:37:32.077718
80bd719a-83ad-4ce3-b886-cf0278f24e2a,a7059d82-6236-42bd-a4d9-e3c89c064a74,7fae45ae-3e43-46a0-8bce-d347de7d1f48,OUR BRAND Denim D1 Regular Fit ...,3,36,,2025-11-13 04:37:32.077718,2025-11-13 04:37:32.077718
cbcf6114-a852-45ee-aa17-ff621e3b0cbd,a7059d82-6236-42bd-a4d9-e3c89c064a74,e0282435-7eba-428a-b9b1-16485915a013,Sylvi Analog Digital Casual Multi-Functional Dual ...,5,24,,2025-11-13 04:37:32.077718,2025-11-13 04:37:32.077718
0ba4642d-935d-484a-a53d-96a7520fd7f7,3ee158f5-2d56-4464-b28d-c4459fe291c2,cc8730f7-e3cb-4496-8688-abde79d578c8,WAISTCOAT WITH CONTRAST EMBROIDERY,3,59,,2026-03-20 12:54:28.077718,2026-03-20 12:54:28.077718
bc143bec-1e3b-4b8a-afa3-491a584130e7,3ee158f5-2d56-4464-b28d-c4459fe291c2,9796e0fd-0db9-4066-b3a4-d36f61ce70ea,100% SILK TEXTURED TIE,4,31,,2026-03-20 12:54:28.077718,2026-03-20 12:54:28.077718
25c5b5d4-2bc6-4738-83c2-3c8e04bd0745,3ee158f5-2d56-4464-b28d-c4459fe291c2,ce7276e7-6d0e-49de-9045-c2dd590d2ef8,TRF MID-RISE CARGO TROUSERS,1,39,,2026-03-20 12:54:28.077718,2026-03-20 12:54:28.077718
0d471d8c-9c3c-43fa-9a50-b16dae31a99e,e5eb1146-1ece-44a2-a383-178d76bd7622,de0872a8-b42a-4d29-9a69-fe854e4c0af7,NFL Los Angeles Rams Nike Vapor Untouchable (Matthew Stafford),4,160,,2026-03-10 22:00:54.077718,2026-03-10 22:00:54.077718
28534ee6-68ce-43fd-b8fa-d3b5cc66f991,e5eb1146-1ece-44a2-a383-178d76bd7622,548f65c7-af0a-41ce-9a15-150bb33aaac3,Dukes Bourbon Premium chocolate flavoured sandwich ...,3,0,,2026-03-10 22:00:54.077718,2026-03-10 22:00:54.077718
9d986e99-2c72-4736-a6ac-2791dac71f09,c941fbbd-e326-4f0d-85d3-43955a4ec0c6,f34b151a-c0ec-4d70-83b0-7f8a5dde946b,LéGear High Performance Arm Sleeves for ...,5,12,,2026-02-20 12:47:58.077718,2026-02-20 12:47:58.077718
ff21cdb0-943a-4351-963e-cd1b4f55b4d9,584892c5-9ab8-4a5b-9ea7-58acdaadbe0b,5776a5be-518a-41b5-8c33-62426157c409,Electvision Remote Control Compatible with Croma/JVC/Beston/Vise/Akai ...,3,12,,2025-11-17 16:14:28.077718,2025-11-17 16:14:28.077718
d418c86c-7560-4ec2-8284-e709030073ac,c086d0a6-55b8-4c59-bf4b-0da1e29459d4,2b1b80f2-3e9a-43d9-a7ae-57986fae120c,BeeBaby Bumtelligent Free Size Pocket Style ...,3,9,,2026-02-22 23:34:39.077718,2026-02-22 23:34:39.077718
833f9ba6-3f2f-4f39-9860-5fa5933b9342,c086d0a6-55b8-4c59-bf4b-0da1e29459d4,2e199c20-67bc-47fb-a13c-3bb18f164889,100% LINEN PLEATED TROUSERS,2,71,,2026-02-22 23:34:39.077718,2026-02-22 23:34:39.077718
7597ecba-2599-48a3-8f2a-71e20d3fc27b,c086d0a6-55b8-4c59-bf4b-0da1e29459d4,00440bc3-0e66-4240-a52e-54cc4e6ec636,Seraphic Mixer Grinder Chutney Jar ...,1,12,,2026-02-22 23:34:39.077718,2026-02-22 23:34:39.077718
fc947b5a-f278-44ac-b2d5-16d918c9f326,c086d0a6-55b8-4c59-bf4b-0da1e29459d4,29e88055-c43e-4a1f-ae35-81c4749cb332,Campus Men's Maxico Running Shoes ...,2,15,,2026-02-22 23:34:39.077718,2026-02-22 23:34:39.077718
2363955a-5ab8-4d9d-b08d-f88da05c343d,edb02174-a1e7-4652-a8cd-d5da2397608e,ff8af03a-becf-4394-afbb-1860471d876e,UNITED Polyester Matty 50 cms Brown ...,4,48,,2025-12-13 21:52:55.077718,2025-12-13 21:52:55.077718
