id,user_id,product_id
76dc2701-3816-47ae-9d73-7abefb2a565b,f94b173b-62eb-440c-9e83-101caf3c0e1c,05c4a99f-51a1-489d-a403-23a0a5c98d79
5f59c73b-edcd-48a6-b988-ae9e6ee40e7d,f94b173b-62eb-440c-9e83-101caf3c0e1c,1bd98fc8-f379-42a8-9371-5a0eda333b0a
327142dd-9032-4eb8-a75c-08119c9a3638,f94b173b-62eb-440c-9e83-101caf3c0e1c,6a10c6cb-5e23-4e38-981c-10c9914714f9
dc77c9a1-0663-4d5d-8539-cffd175684e0,f94b173b-62eb-440c-9e83-101caf3c0e1c,58d6836c-f76b-458d-aa5c-24501e589623
473b6b24-10cd-4dbb-805e-8d9b62d33bf2,f94b173b-62eb-440c-9e83-101caf3c0e1c,bfae5731-4b4f-4198-9744-ea5bc7c64951
91a22ac6-33d9-44e7-8636-2565be715747,f94b173b-62eb-440c-9e83-101caf3c0e1c,a91db340-b854-47bf-b8e4-4424a9228da2
938d7f32-8d98-40cc-9426-5d4c487e030d,f94b173b-62eb-440c-9e83-101caf3c0e1c,0f3c32c0-4ee7-4fdd-b545-47dd66565393
fee41331-4df8-4afd-93f5-a9141f9e0589,f94b173b-62eb-440c-9e83-101caf3c0e1c,bdd3db63-3921-4454-bc0a-81b5365e4075
c97360e1-e89a-46da-9124-ebc3a9b81927,f94b173b-62eb-440c-9e83-101caf3c0e1c,bc4d1856-450c-488d-8cec-806823513014
721b3e00-5168-4d76-abb4-b99768a73d59,f94b173b-62eb-440c-9e83-101caf3c0e1c,ec4b3e51-6a68-487d-8ef9-a2fbffa50c09
c0be89b8-1d36-456d-b85f-9b7f12d2e2e0,f94b173b-62eb-440c-9e83-101caf3c0e1c,ef1f84f8-b44a-481c-aea6-d42d1c333857
dd91abf8-8061-48f1-9088-2f500b4b09f1,f94b173b-62eb-440c-9e83-101caf3c0e1c,f208238f-8e27-4754-8b89-4878da6cd3fa
adbb9bd7-dc1f-4088-9bab-11dfe120c319,f94b173b-62eb-440c-9e83-101caf3c0e1c,8cceeb64-55d3-4e9c-b6d6-948ae3351938
3441e643-26bb-40ef-9260-b5592b3f72f8,f94b173b-62eb-440c-9e83-101caf3c0e1c,12871cec-282f-49f9-aa1e-92d187f8231c
daea56b9-f072-443e-90c6-d9ff731b6bff,f94b173b-62eb-440c-9e83-101caf3c0e1c,6775ed87-5a55-4f47-ba3a-80c29fb53814
7ba1ff13-ff6e-4504-9ddf-016fa52662a0,f94b173b-62eb-440c-9e83-101caf3c0e1c,8ea9659e-83af-4275-b8f0-d95113bcab66
d74b0a20-b227-4022-a9a0-043c5523a3ea,f94b173b-62eb-440c-9e83-101caf3c0e1c,387e7220-6d6b-4986-90c0-00f0f3840060
a74ab99a-d3ca-4e58-bb89-7525bf520b3f,f94b173b-62eb-440c-9e83-101caf3c0e1c,284a5733-1e6a-40df-a6d5-6432edf6e9c2
29e2b4a7-4066-4df2-abe2-c146a8df5096,f94b173b-62eb-440c-9e83-101caf3c0e1c,56b85921-4c50-4573-908a-9a856091e0c5
6d1c1926-7cb2-4340-bccc-dec490e45c33,f94b173b-62eb-440c-9e83-101caf3c0e1c,1f522ffa-81fa-423b-b6a9-96e06af18af3
48206ae1-9973-4f91-ab6c-af1664fdcd19,f94b173b-62eb-440c-9e83-101caf3c0e1c,c34213be-979b-419f-a11f-28a3589c300f
592d12c6-862d-41a4-b639-df86a7849cba,f94b173b-62eb-440c-9e83-101caf3c0e1c,b0713c8c-2a2f-4388-a325-01c5086348fc
4ad88985-352a-4efa-bca1-47afaa14419d,f94b173b-62eb-440c-9e83-101caf3c0e1c,78b265fb-bbf3-4d23-ae8a-f4e21e43db94
a989eb4e-bdec-4f07-ad95-4eda01e0ddfd,f94b173b-62eb-440c-9e83-101caf3c0e1c,3627739c-05d2-4e9b-8af6-42b348f2f0f2
2c743e78-f72c-4462-8ea5-838380979f0c,f94b173b-62eb-440c-9e83-101caf3c0e1c,14cad85e-8866-44e6-afe8-a85910fed105
ae3875df-f63f-4df4-ae33-47fac19e5613,f94b173b-62eb-440c-9e83-101caf3c0e1c,ac5c5308-697b-416c-b5f0-2cbbf52b8603
ae3b8919-284f-4a69-b95b-58b335048962,f94b173b-62eb-440c-9e83-101caf3c0e1c,e78cd69b-2e9f-4110-bff1-c7d16e01f8b9
833519c1-4d75-413d-92fb-3ad41b778abb,f94b173b-62eb-440c-9e83-101caf3c0e1c,1fd52837-2b09-4bd3-8b44-df4ef9f51e7d
1bf865b1-b8dd-4ca8-aa55-4ca385ae93c7,f94b173b-62eb-440c-9e83-101caf3c0e1c,6a8877bd-94b4-470d-9d3f-8ee1323174fc
095c8ef0-9805-4e7f-a348-ce8351e5f02f,f94b173b-62eb-440c-9e83-101caf3c0e1c,410bf4d8-48e4-4ca4-b07b-60d53a77427b
91c45567-4496-4e33-a319-e68784d0d9c2,f94b173b-62eb-440c-9e83-101caf3c0e1c,98d55302-d48a-4cc9-8139-4cf973235e84
45a68a1a-48e7-4bda-a6fe-eac3c88c2ea9,f94b173b-62eb-440c-9e83-101caf3c0e1c,dadcff69-97c9-4926-8d6a-adff7ad98a17
4fef3250-2422-41f8-b4c6-169b6b211cac,f94b173b-62eb-440c-9e83-101caf3c0e1c,f752cbd4-4bf0-4f77-933a-e04a1ea07e2a
06835223-7e3c-408b-b026-c9c959c0b1ef,f94b173b-62eb-440c-9e83-101caf3c0e1c,961baa0b-6935-4169-bfc1-73c4813f0038
0a9c5bc5-a71d-4ccb-9d6a-38a07948c81e,f94b173b-62eb-440c-9e83-101caf3c0e1c,e05590f9-38a9-49b1-8c6d-804904403b1b
c87d67c0-cdfe-455d-b844-1851bfb67fa6,f94b173b-62eb-440c-9e83-101caf3c0e1c,a69ff457-c803-4240-b1c2-01d20883055c
0e6999ad-e6b2-4f00-a783-babe48bcdf2c,f94b173b-62eb-440c-9e83-101caf3c0e1c,cc6dd9f6-d890-4bc0-b387-fa61b2712403
0da39c5a-1a7b-4f7b-a03a-3644de910a01,5af5a380-13a7-435f-b267-960f38345cd7,1bbc19fa-d0c2-4221-bc8e-ca5dc083d128
808205ee-b233-486e-837e-517b9254fdb0,5af5a380-13a7-435f-b267-960f38345cd7,37bafbea-1b76-4d61-8890-0d753e1e0e5c
7ba35891-a3b6-4811-8e9a-f0ab4caf695e,5af5a380-13a7-435f-b267-960f38345cd7,011d5ca7-d3eb-4162-a700-2bbae47feba7
b294afac-826f-4ed3-9d4a-451c31b7b762,5af5a380-13a7-435f-b267-960f38345cd7,600cb1fa-e14f-4ee7-8fa3-128f6875e57a
a918928c-e789-4aa3-b2c8-69f058995a6e,5af5a380-13a7-435f-b267-960f38345cd7,e375d7b6-ae41-43e7-8bf1-e85c19c64ac5
a4c5d49e-5265-4c93-ae0c-fb7e95e53809,7147f4d3-dd09-4bfc-a3ed-3a955de63d1c,611e4256-ee31-4001-9e57-767c443193aa
b1b9908b-9b45-4168-9536-87de47d9cd50,7147f4d3-dd09-4bfc-a3ed-3a955de63d1c,122071e1-0ea4-4507-b8de-8306248c1553
08ab4d30-6d57-468a-83f2-060078bba5c0,7147f4d3-dd09-4bfc-a3ed-3a955de63d1c,b90a4444-0055-4f4d-96e2-d6585089789f
9871a6da-269c-48f6-a8b6-447585bc2f67,7147f4d3-dd09-4bfc-a3ed-3a955de63d1c,3ba1729c-411c-429b-9e95-ec507c8e243b
0aa41c87-d4e8-40e9-a870-04254f4b8db9,7147f4d3-dd09-4bfc-a3ed-3a955de63d1c,002f3aa9-3528-41f2-902d-cb3f31e2b08a
0c507fd7-6c04-4155-8fd0-7210525d4c48,7147f4d3-dd09-4bfc-a3ed-3a955de63d1c,6fdce5fb-2d0f-4be5-a577-1992d5e80bfb
8400fbc7-ad2a-4314-9933-0f3bbf40a653,7147f4d3-dd09-4bfc-a3ed-3a955de63d1c,b644f652-5a3c-4c53-92a0-4ec19df9072a
